form,kind,meaning,name,original,sex,source
spelling,Variant,pearl,MAE,"May, a pet form of Margaret",female,English
spelling,Variant,pearl,MAEGAN,Meagan,female,English
form,Anglicized,intoxicating,MAEV,"Gaelic Meadhbh",female,Irish
spelling,Variant,intoxicating,MAEVA,Maeve,female,English
form,Anglicized,intoxicating,MAEVE,"Gaelic Meadhbh",female,Irish
form,Pet,intoxicating,MAEVEEN,Maeve,female,English
form,Short,pearl,MAG,Maggie,female,English
form,"Old English","of Magdala",MAGDALEN,Magdalena,female,Latin
form,"English and German","of Magdala",MAGDALENE,"Magdalēnē",female,Greek
form,Pet,pearl,MAGGIE,Margaret,female,English
spelling,Variant,disease,MAHALA,"unisex Mahalah",female,English
spelling,Variant,disease,MAHALAH,"unisex Mahlah",female,English
form,Anglicized,"stringed instrument",MAHALATH,Machalath,female,Hebrew
"unisex form",English,disease,MAHLAH,"unisex Machlah",female,Hebrew
form,Anglicized,pearl,MAISIE,"Mysie, a pet form of Mairead (English Margaret)",female,Scottish
spelling,Variant,"who is like God?",MAKAYLA,Michaela,female,English
spelling,Variant,"place of shepherds",MAKEDA,Makkedah,female,English
spelling,Variant,"born of fire",MAKENNA,Mckenna,female,English
form,Feminine,"comely, finely made",MAKENZIE,"unisex Mackenzie",female,English
form,Anglicized,"place of shepherds",MAKKEDAH,Maqqedah,female,Hebrew
form,Anglicized,"angel, messenger",MALACH,"unisex Malak",female,Hebrew
"variant spelling",English,"obstinacy, rebelliousness",MALEAH,"Malia, a form of Latin Maria",female,Hawaiian
form,Feminine,"devotee of St Columba",MALINA,Malcolm,female,English
spelling,Variant,lovable,MANDI,Mandy,female,English
form,Pet,lovable,MANDY,Amanda,female,English
spelling,Variant,rebel-lake,MARALYN,"Marilyn, a compound name",female,English
"variant spelling",English,defense,MARCELYN,Marceline,female,French
form,Pet,defense,MARCI,"Latin Marcia",female,Roman
form,Feminine,defense,MARCIA,"Latin Marcius",female,Roman
spelling,Variant,defense,MARCIE,Marcy,female,English
"pet form",English,defense,MARCY,"Latin Marcia",female,Roman
"variant spelling",English,"obstinacy, rebelliousness",MAREE,Marie,female,French
form,English,pearl,MARGARET,Marguerite,female,French
form,Latin,pearl,MARGARITA,Margarites,female,Greek
form,Short,pearl,MARGE,Margaret,female,English
form,Pet,pearl,MARGIE,Margaret,female,English
"variant spelling",English,pearl,MARGO,Margot,female,French
form,Pet,pearl,MARGOT,Marguerite,female,French
"variant spelling",English,"obstinacy, rebelliousness",MARIAH,Maria,female,Latin
form,Feminine,"like Marius",MARIANA,"Latin Marianus",female,Roman
form,French,"like Marius",MARIANNE,Marianna,female,Latin
form,French,"obstinacy, rebelliousness",MARIE,Maria,female,Latin
"variant spelling",English,"obstinacy, rebelliousness",MARIEL,Marielle,female,French
form,Pet,"obstinacy, rebelliousness",MARIELLE,Marie,female,French
form,Elaborated,"obstinacy, rebelliousness",MARILENA,Mary,female,English
form,Elaborated,"obstinacy, rebelliousness",MARILENE,Mary,female,English
spelling,Variant,rebel-lake,MARILYNN,Marilyn,female,English
form,Feminine,"of the sea",MARINA,"Latin Marinus",female,Roman
"elaborated form",Modern,"obstinacy, rebelliousness",MARISA,Maria,female,Latin
spelling,Variant,"of the sea",MARISE,Marissa,female,English
form,Elaborated,"of the sea",MARISELA,Maris,female,English
spelling,Variant,pearl,MARJE,Marge,female,English
spelling,Variant,pearl,MARJORIE,Margery,female,English
spelling,Variant,pearl,MARJORY,Marjorie,female,English
"pet form",English,"rebel of Magdala",MARLA,Marlena,female,Latin
spelling,Variant,"rebel of Magdala",MARLEE,Marlie,female,English
"variant form",English,"rebel of Magdala",MARLEEN,Marlena,female,Latin
form,Contracted,"rebel of Magdala",MARLENA,"Maria Magdalena",female,Latin
spelling,Variant,"rebel of Magdala",MARLEY,Marlie,female,English
form,Pet,"rebel of Magdala",MARLIE,Marleen,female,English
spelling,Variant,"rebel of Magdala",MARLY,Marlie,female,English
form,Contracted,rebel-lake,MARLYN,Marilyn,female,English
"pet form",English,"of the sea",MARNI,"Latin Marina",female,Roman
spelling,Variant,"of the sea",MARNIE,Marni,female,English
"variant spelling",English,defense,MARSHA,Marcia,female,Latin
form,Feminine,"of/like Mars",MARTINA,Martinus,female,Latin
form,Feminine,marrow-eminent,MARVA,Marvin,female,English
spelling,Variant,"obstinacy, rebelliousness",MARYANN,Maryanne,female,English
spelling,Variant,"obstinacy, rebelliousness",MARYLU,"Marylou, a compound name",female,English
spelling,Variant,rebel-lake,MARYLYN,Marilyn,female,English
form,Latin,"mighty in battle",MATHILDA,Mechthild,female,Teutonic
form,English,"mighty in battle",MATILDA,Mathilda,female,Latin
form,Pet,"mighty in battle",MATTIE,Matilda,female,English
spelling,Variant,"mighty in battle",MATTY,Mattie,female,English
form,English,"mighty in battle",MAUD,Maude,female,French
form,Pet,"mighty in battle",MAUDE,"French Mathilde",female,Norman
form,Pet,"mighty in battle",MAUDIE,Maud,female,English
form,Anglicized,"obstinacy, rebelliousness",MAURA,"Gaelic Máire",female,Irish
form,Anglicized,"obstinacy, rebelliousness",MAUREEN,"Gaelic Máirín",female,Irish
spelling,Variant,"obstinacy, rebelliousness",MAURENE,Maureen,female,English
spelling,Variant,"obstinacy, rebelliousness",MAURINE,Maureen,female,English
spelling,Variant,"obstinacy, rebelliousness",MAVREENA,Maureen,female,English
form,Elaborated,lovable,MAYBELLE,Mabel,female,English
form,Pet,lovable,MAYBELLINE,Mabel,female,English
spelling,Variant,"who is like God?",MCKAYLA,Michaela,female,English
spelling,Variant,"comely, finely made",MCKENZIE,"unisex Mackenzie",female,English
spelling,Variant,"lives by a meadow",MEADE,"unisex Mead",female,English
spelling,Variant,intoxicating,MEAVE,Maeve,female,English
spelling,Variant,"lives by a meadow",MEED,"unisex Mead",female,English
form,Pet,pearl,MEG,Margaret,female,English
form,Pet,pearl,MEGAN,Mared,female,Welsh
form,Pet,pearl,MEGGIE,Margaret,female,English
form,English,"black, dark",MELANIE,Mélanie,female,French
spelling,Variant,"black, dark",MELANY,Melanie,female,English
form,Short,work,MELIA,Amelia,female,English
spelling,Variant,"strong worker",MELICENT,Millicent,female,English
"variant spelling",English,honey-sap,MELISA,Melissa,female,Greek
form,Breton,"obstinacy, rebelliousness",MELLE,Mary,female,English
spelling,Variant,"black, dark",MELLONY,Melanie,female,English
form,Feminine,"bad settlement",MELVA,Melvin,female,English
form,Feminine,"bad settlement",MELVEEN,Melvin,female,English
form,Latin,mercy,MERCIA,Mercy,female,English
spelling,Variant,sea-bright,MERIEL,Muriel,female,English
spelling,Variant,rebel-lake,MERILYN,Marilyn,female,English
form,Feminine,blackbird,MERLA,"unisex Merle",female,English
"pet form",Feminine,blackbird,MERLETTA,"unisex Merle",female,English
form,Unisex,"sea fort",MERLYN,Merlin,female,English
spelling,Variant,rebel-lake,MERRILYN,Marilyn,female,English
spelling,Variant,sea-bright,MERYL,"unisex Merrill",female,English
spelling,Variant,sea-bright,MERYLE,"unisex Merrill",female,English
form,Feminine,"who is like God?",MICHAELA,Michael,female,English
form,Anglicized,"who is like God",MICHAL,Miykal,female,Hebrew
spelling,Variant,"who is like God?",MICHAYLA,Michaela,female,English
form,Feminine,"who is like God?",MICHELLE,Michel,female,French
"variant spelling",English,"who is like God?",MICHELYNE,Micheline,female,French
"pet form",Unisex,"who is like God?",MICKEY,"Michael and Michaela, both",female,English
spelling,Variant,pearl,MIDGE,Madge,female,English
spelling,Variant,"who is like God?",MIKAYLA,Michaela,female,English
form,Pet,"who is like God?",MIKKI,Michaela,female,English
spelling,Modern,"gentle strength",MILDRED,"English Mildredd",female,Middle
spelling,Variant,"strong worker",MILICENT,Milisent,female,English
"variant spelling",English,"strong worker",MILISENT,"French Melisent",female,Norman
"short form",English,"attendant (for a temple)",MILLA,"Latin Camilla",female,Roman
spelling,Variant,"strong worker",MILLESANT,Milisent,female,English
spelling,Variant,"strong worker",MILLICENT,Milicent,female,English
form,Pet,"strong worker",MILLIE,Milicent,female,English
spelling,Variant,"strong worker",MILLY,Millie,female,English
form,Pet,"black/dark serpent",MINDY,Melinda,female,English
form,Pet,will-helmet,MINNIE,Wilhelmina,female,German
form,English,mint,MINTA,Mintha,female,Latin
form,Pet,mint,MINTY,Minta,female,English
spelling,Variant,myrrh,MIRA,Myra,female,English
form,Anglicized,"obstinacy, rebelliousness",MIRIAM,Miryam,female,Hebrew
spelling,Variant,honey-sap,MISSIE,Missy,female,English
form,Pet,honey-sap,MISSY,Melissa,female,English
spelling,Variant,"dim, cloudy, vague",MISTI,Misty,female,English
form,Pet,"obstinacy, rebelliousness",MO,Maureen,female,English
form,Anglicized,"obstinacy, rebelliousness",MOIRA,"Gaelic Máire",female,Irish
form,Short,"obstinacy, rebelliousness",MOLL,Molly,female,English
spelling,Variant,"obstinacy, rebelliousness",MOLLIE,Molly,female,English
form,Pet,"obstinacy, rebelliousness",MOLLY,Mary,female,English
form,Anglicized,"little noble one",MONAT,"Gaelic Muadhnait",female,Irish
"variant spelling",English,"advise, counsel",MONIKA,Monica,female,Latin
spelling,Variant,"little noble one",MONNA,Mona,female,English
form,Feminine,"pointed hill",MONTA,Monty,female,English
"pet form",Anglicized,great,MOREEN,"Gaelic Mór",female,Irish
form,Elaborated,"sea circle",MORGANA,"Morgan, probably",female,Welsh
"variant spelling",English,"sea circle",MORGANE,"Morgaine, probably",female,French
spelling,Variant,"sea circle",MORGEN,"Morgan, probably",female,English
form,Anglicized,"chosen by God",MORIAH,Mowriyah,female,Hebrew
form,Anglicized,"obstinacy, rebelliousness",MORNA,"and Scottish Gaelic Muirne",female,Irish
spelling,Variant,"mighty in battle",MOULD,"English Mauld",female,Middle
"variant spelling",English,"gentle, soft",MOYNA,Moina,female,Celtic
spelling,Variant,"obstinacy, rebelliousness",MOYRA,Moira,female,English
form,Anglicized,sea-bright,MURIEL,"Gaelic Muireall",female,Scottish
"variant spelling",English,"obstinacy, rebelliousness",MYA,Mia,female,Danish/Swedish
spelling,Variant,"worthy of admiration",MYRANDA,Miranda,female,English
spelling,Variant,"obstinacy, rebelliousness",MYRIAM,Miriam,female,English
form,Anglicized,"obstinacy, rebelliousness",MYRNA,"Gaelic Muirne",female,Irish
form,Pet,"little myrtle",MYRTIE,Myrtle,female,English
form,English,hope,NADIA,Nadya,female,Russian
form,Pet,hope,NADINE,Nâdiya,female,French
form,Short,"favor; grace",NAN,Nancy,female,English
form,Pet,"favor; grace",NANA,Nancy,female,English
"diminutive form",English,"favor; grace",NANCY,Anne,female,French
form,Pet,"favor; grace",NANNA,Nancy,female,English
spelling,Variant,"favor; grace",NANNIE,Nanny,female,English
"pet form",English,"favor; grace",NANNY,Anne,female,French
form,Anglicized,"my delight, my pleasantness",NAOMI,No'omiy,female,Hebrew
spelling,Variant,birthday,NATALEE,Natalie,female,English
form,English,birthday,NATALIE,Natalia,female,Latin
spelling,Variant,birthday,NATILLE,Natalie,female,English
form,Anglicized,brass,NEHUSHTA,Nechushta,female,Hebrew
form,Feminine,champion,NEILE,Neil,female,English
form,Pet,champion,NEILINA,Neile,female,English
form,Pet,"foreign; the other",NELL,Eleanor,female,English
form,Pet,"foreign; the other",NELLA,Eleanor,female,English
form,Pet,"foreign; the other",NELLE,Eleanor,female,English
form,Diminutive,"foreign; the other",NELLIE,Nell,female,English
spelling,Variant,"foreign; the other",NELLY,Nellie,female,English
"variant spelling",English,"favor; grace",NENA,Nina,female,French
form,Feminine,"daughter of Nereus",NERINE,Nereus,female,Greek
form,Short,"to appear",NESSA,Vanessa,female,English
form,Pet,"to appear",NESSIE,Vanessa,female,English
form,Anglicized,"beauty, brightness",NEVE,"Gaelic Niamh",female,Irish
form,Feminine,"victor of the people",NICHOLA,Nicholas,female,English
form,English,"victor of the people",NICHOLE,Nicole,female,French
"pet form",Unisex,"victor of the people",NICKY,"Nichola/Nichole and Nicholas",female,English
form,Feminine,"victor of the people",NICOLA,Nicolò,female,Italian
form,Feminine,"victor of the people",NICOLE,Nicolas,female,French
form,Pet,"victor of the people",NICOLETTE,Nicole,female,French
form,Feminine,champion,NIGELIA,Nigel,female,English
form,Pet,"victor of the people",NIKKI,Nichole,female,English
spelling,Variant,"victor of the people",NIKKOLE,Nichole,female,English
spelling,Variant,motion,NOA,Noah,female,English
form,Anglicized,motion,NOAH,No'ah,female,Hebrew
form,English,"day of birth",NOELE,Noële,female,French
form,Pet,"day of birth",NOELENE,Noele,female,English
form,Pet,"day of birth",NOELLA,Noelle,female,English
form,English,"day of birth",NOELLE,Noëlle,female,French
form,Feminine,"little champion",NOLA,Nolan,female,English
form,Feminine,"little champion",NOLENE,Nolan,female,English
form,Variant,ninth,NONI,"English Nona",female,Old
spelling,Variant,ninth,NONIE,"English Noni",female,Old
form,English,"honor, valor",NORA,Nóra,female,Irish
spelling,Variant,"honor, valor",NORAH,Nora,female,English
form,Feminine,"bright northman",NORBERTA,"French Norbert",female,Old
form,Pet,"honor, valor",NOREEN,Nóra,female,Irish
spelling,Variant,"honor, valor",NORENE,Noreen,female,Irish
form,Feminine,northman,NORMA,Norman,female,English
form,English,flax,NYREE,Ngaire,female,Maori
form,Breton,"chaste; holy",OANEZ,Agnes,female,English
form,Feminine,eighth,OCTAVIA,Octavius,female,Roman
form,Variant,"man; warrior",OHNDREA,Andrea,female,English
form,Variant,"man; warrior",OHNDREEA,Andrea,female,English
form,Variant,"man; warrior",OHNDRIA,Andrea,female,English
form,Pet,"olive tree",OLIVETTE,Olive,female,English
"pet form",Unisex,"elf army",OLLIE,"Oliver and Olivia, both probably",female,English
spelling,Variant,"elf army",OLYVIA,"Olivia, probably",female,English
spelling,Variant,"famine, hunger",ONA,Oona,female,English
form,Variant,"man; warrior",ONDREA,Andrea,female,English
form,Variant,"man; warrior",ONDREEA,Andrea,female,English
form,Variant,"man; warrior",ONDRIA,Andrea,female,English
form,Variant,"man; warrior",ONNDREA,Andrea,female,English
form,Variant,"man; warrior",ONNDRIA,Andrea,female,English
form,Anglicized,"famine, hunger",OONA,"Gaelic Úna",female,Irish
form,Anglicized,"famine, hunger",OONAGH,"Gaelic Úna",female,Irish
form,Elaborated,"gem, precious stone",OPALINE,Opal,female,English
form,Feminine,help,OPHELIA,Ophelos,female,Greek
"variant spelling",Feminine,fawn,OPRAH,"unisex Ophrah",female,Hebrew
spelling,Variant,golden,ORALEE,Oralie,female,English
form,English,golden,ORALIE,Aurélie,female,French
spelling,Variant,golden,ORIANNE,Oriane,female,French
form,Anglicized,gold-princess,ORLA,"Gaelic Órfhlaith",female,Irish
form,Anglicized,gold-princess,ORLAGH,"Gaelic Órfhlaith",female,Irish
"variant spelling",English,"famous land",ORLENDA,Orlanda,female,Italian
form,Feminine,"descendant of Ruadh",ORMONDA,Ormond,female,English
spelling,Variant,"little sallow one",ORNA,Ornat,female,English
form,Anglicized,"little sallow one",ORNAT,"Gaelic Odharnait",female,Irish
form,Feminine,"little deer",OSSIA,Ossian,female,English
form,Feminine,"born of yew",OWENA,"and Welsh Owen",female,English
"diminutive form",Feminine,"little patrician; little servant",PAGET,"unisex Page",female,English
form,Feminine,"page; young servant",PAIGE,"unisex Page",female,English
form,Short,church,PAISE,"unisex Paisley",female,English
form,Short,"all honey",PAM,Pamela,female,English
form,Elaborated,"all honey",PAMELIA,Pamela,female,English
spelling,Variant,"all honey",PAMELLA,Pamela,female,English
spelling,Variant,"all honey",PAMILA,Pamela,female,English
form,Feminine,"patrician; of noble birth",PATRICIA,Patricius,female,Latin
spelling,Variant,"patrician; of noble birth",PATTI,Pattie,female,English
spelling,Variant,"patrician; of noble birth",PATTIE,Patty,female,English
"pet form",English,"patrician; of noble birth",PATTY,Patricia,female,Latin
"feminine form",English,small,PAULA,Paul,female,English/French
form,Pet,small,PAULEEN,Paula,female,English
form,Pet,small,PAULENE,Paula,female,English
form,Pet,small,PAULETTA,Paula,female,English
form,Pet,small,PAULETTE,Paule,female,French
form,Feminine,small,PAULINA,Paulinus,female,Latin
form,French,small,PAULINE,Paulina,female,Latin
spelling,Variant,pearl,PEARLE,Pearl,female,English
form,Pet,pearl,PEARLIE,Pearl,female,English
form,Short,pearl,PEG,Peggy,female,English
spelling,Variant,pearl,PEGGIE,Peggy,female,English
form,Pet,pearl,PEGGY,Peg,female,English
"short form",English,"weaver of cunning",PEN,Penelope,female,Latin
"short form",English,"weaver of cunning",PENE,Penelope,female,Latin
form,Latin,"weaver of cunning",PENELOPE,Penelopeia,female,Greek
