"id","name","derivation","form","kind","meaning","original","sex","source"
"1167","Erma","Variant spelling of German Irma: entire, whole","spelling","Variant","entire, whole","Irma","female","German"
"1168","Ern","Short form of English Ernest: battle (to the death), serious business","form","Short","battle (to the death), serious business","Ernest","male","English"
"1169","Ernest","English form of German Ernust: battle (to the death), serious business","form","English","battle (to the death), serious business","Ernust","male","German"
"1170","Ernestine","Feminine form of English Ernest: battle (to the death), serious business","form","Feminine","battle (to the death), serious business","Ernest","female","English"
"1171","Ernie","Pet form of English Ernest: battle (to the death), serious business","form","Pet","battle (to the death), serious business","Ernest","male","English"
"1172","Erroll","Variant spelling of Scottish Errol: to wander","spelling","Variant","to wander","Errol","male","Scottish"
"1173","Ervin","Variant spelling of English Erwin: boar friend","spelling","Variant","boar friend","Erwin","male","English"
"1174","Erwin","Medieval English form of Anglo-Saxon Eoforwin: boar friend","form","Medieval English","boar friend","Eoforwin","male","Anglo-Saxon"
"1175","Eryk","Variant spelling of English Eric: ever-ruler","spelling","Variant","ever-ruler","Eric","male","English"
"1176","Erykah","Modern variant spelling of English Erica: ever-ruler","variant spelling","Modern","ever-ruler","Erica","female","English"
"1177","Eryn","Variant spelling of English Erin: Ireland","spelling","Variant","Ireland","Erin","female","English"
"1178","Erynn","Variant spelling of English Erin: Ireland","spelling","Variant","Ireland","Erin","female","English"
"1179","Esmond","Variant spelling of Middle English Estmond: gracious protector","spelling","Variant","gracious protector","English Estmond","male","Middle"
"1180","Esmund","Variant spelling of Middle English Esmond: gracious protector","spelling","Variant","gracious protector","English Esmond","male","Middle"
"1181","Essa","English pet form of Persian Esther: star","pet form","English","star","Esther","female","Persian"
"1182","Essie","English pet form of Persian Esther: star","pet form","English","star","Esther","female","Persian"
"1183","Esta","English pet form of Persian Esther: star","pet form","English","star","Esther","female","Persian"
"1184","Estelle","French form of Latin Estella: star","form","French","star","Estella","female","Latin"
"1185","Estmond","Variant spelling of Middle English Estmund: gracious protector","spelling","Variant","gracious protector","English Estmund","male","Middle"
"1186","Ethan","Anglicized form of Hebrew Eythan: enduring, long-lived","form","Anglicized","enduring, long-lived","Eythan","male","Hebrew"
"1187","Ethna","Anglicized form of Irish Gaelic Eithne: kernel","form","Anglicized","kernel","Gaelic Eithne","female","Irish"
"1188","Etna","Variant spelling of English Ethna: kernel","spelling","Variant","kernel","Ethna","female","English"
"1189","Etta","Short form of longer Latin names that end with the diminutive suffix -etta: little","form","Short","little","Latin names that end with the diminutive suffix -etta","female","longer"
"1190","Ettie","English pet form of Persian Esther: star","pet form","English","star","Esther","female","Persian"
"1191","Eugenia","English form of Greek Eugeneia: well born","form","English","well born","Eugeneia","female","Greek"
"1192","Eunice","Latin form of Greek Eunike: good victory","form","Latin","good victory","Eunike","female","Greek"
"1193","Eustace","English form of French Eustache: fruitful","form","English","fruitful","Eustache","male","French"
"1194","Eustacia","Feminine form of English Eustace: fruitful","form","Feminine","fruitful","Eustace","female","English"
"1195","Eva","Anglicized form of Irish Gaelic Aoife, probably: beauty","form","Anglicized","beauty","Gaelic Aoife, probably","female","Irish"
"1196","Evalyn","Feminine variant spelling of English unisex Evelyn: little Eve","variant spelling","Feminine","little Eve","unisex Evelyn","female","English"
"1197","Evan","Anglicized form of Welsh Iefan: God is gracious","form","Anglicized","God is gracious","Iefan","male","Welsh"
"1198","Eve","Anglicized form of Greek Eva (Latin Heva, Hebrew Chavvah): life","form","Anglicized","life","Eva (Latin Heva, Hebrew Chavvah)","female","Greek"
"1199","Evelia","Elaborated form of English Eve: life","form","Elaborated","life","Eve","female","English"
"1200","Evelyne","Feminine variant spelling of English unisex Evelyn: little Eve","variant spelling","Feminine","little Eve","unisex Evelyn","female","English"
"1201","Everette","Feminine form of English Everett: strong as a boar","form","Feminine","strong as a boar","Everett","female","English"
"1202","Everitt","Variant spelling of English Everett: strong as a boar","spelling","Variant","strong as a boar","Everett","male","English"
"1203","Evette","Variant spelling of French Yvette: yew tree","spelling","Variant","yew tree","Yvette","female","French"
"1204","Evie","Pet form of English Eve: life","form","Pet","life","Eve","female","English"
"1205","Evonne","Variant spelling of French Yvonne: yew tree","spelling","Variant","yew tree","Yvonne","female","French"
"1206","Ewain","Variant spelling of Middle English Ywain: well born","spelling","Variant","well born","English Ywain","male","Middle"
"1207","Ewane","Variant spelling of English Ewan: well born","spelling","Variant","well born","Ewan","male","English"
"1208","Ewen","Variant spelling of English Ewan: born of yew","spelling","Variant","born of yew","Ewan","male","English"
"1209","Ezekiel","Anglicized form of Hebrew Yechezqel: God will strengthen","form","Anglicized","God will strengthen","Yechezqel","male","Hebrew"
"1210","Fabian","English form of Latin Fabianus: like Fabius","form","English","like Fabius","Fabianus","male","Latin"
"1211","Fae","Variant spelling of English Fay: fairy","spelling","Variant","fairy","Fay","female","English"
"1212","Faithe","Variant spelling of English Faith: faith","spelling","Variant","faith","Faith","female","English"
"1213","Fanni","Variant spelling of English Fanny: French","spelling","Variant","French","Fanny","female","English"
"1214","Fanny","Pet form of English Frances: French","form","Pet","French","Frances","female","English"
"1215","Faron","Variant spelling of English Farran: ardent for peace","spelling","Variant","ardent for peace","Farran","male","English"
"1216","Farquhar","Scottish Anglicized form of Gaelic Fearchar: dear man","form","Scottish Anglicized","dear man","Fearchar","male","Gaelic"
"1217","Farrah","Variant spelling of Arabic Farah: joy","spelling","Variant","joy","Farah","female","Arabic"
"1218","Fauna","Feminine form of Roman Latin Faunus: to favor","form","Feminine","to favor","Latin Faunus","female","Roman"
"1219","Fawna","Variant spelling of English Fawn: baby deer","spelling","Variant","baby deer","Fawn","female","English"
"1220","Faye","Variant spelling of English Fay: fairy","spelling","Variant","fairy","Fay","female","English"
"1221","Fedelma","Variant spelling of English Fidelma: hospitable","spelling","Variant","hospitable","Fidelma","female","English"
"1222","Felice","French form of Latin Felicia: happy","form","French","happy","Felicia","female","Latin"
"1223","Felicia","Feminine form of Latin Felix: happy","form","Feminine","happy","Felix","female","Latin"
"1224","Felis","Medieval English form of Latin Felix: happy","form","Medieval English","happy","Felix","male","Latin"
"1225","Felise","English variant spelling of French Felice: happy","variant spelling","English","happy","Felice","female","French"
"1226","Felisha","English form of Latin Felicia: happy","form","English","happy","Felicia","female","Latin"
"1227","Felyse","Medieval English form of Latin Felix: happy","form","Medieval English","happy","Felix","male","Latin"
"1228","Fenella","Scottish Anglicized form of Irish Gaelic Fionnghuala: white shoulder","form","Scottish Anglicized","white shoulder","Gaelic Fionnghuala","female","Irish"
"1229","Ferd","Short form of English Ferdinand: ardent for peace","form","Short","ardent for peace","Ferdinand","male","English"
"1230","Ferdie","Pet form of English Ferdinand: ardent for peace","form","Pet","ardent for peace","Ferdinand","male","English"
"1231","Ferdinand","Anglicized form of Irish Gaelic Fearghus: strong-man","form","Anglicized","strong-man","Gaelic Fearghus","male","Irish"
"1232","Ferdy","Pet form of English Ferdinand: ardent for peace","form","Pet","ardent for peace","Ferdinand","male","English"
"1233","Fergal","Anglicized form of Irish Gaelic Fearghal: man of valor","form","Anglicized","man of valor","Gaelic Fearghal","male","Irish"
"1234","Fergie","Pet form of English Fergus: strong-man","form","Pet","strong-man","Fergus","male","English"
"1235","Ferne","Variant spelling of English Fern: fern","spelling","Variant","fern","Fern","female","English"
"1236","Filander","Variant spelling of English Philander: with love for people","spelling","Variant","with love for people","Philander","male","English"
"1237","Filbert","English form of Latin Filbertus: very bright","form","English","very bright","Filbertus","male","Latin"
"1238","Finbarr","Variant spelling of English Finbar: fair-headed","spelling","Variant","fair-headed","Finbar","male","English"
"1239","Findlay","Variant spelling of English Finley: white champion","spelling","Variant","white champion","Finley","male","English"
"1240","Finella","Scottish Anglicized form of Irish Gaelic Fionnghuala: white shoulder","form","Scottish Anglicized","white shoulder","Gaelic Fionnghuala","female","Irish"
"1241","Fingal","Scottish Anglicized form of Gaelic Fionnghall: white valor","form","Scottish Anglicized","white valor","Fionnghall","male","Gaelic"
"1242","Fingall","Variant spelling of English Fingal: white valor","spelling","Variant","white valor","Fingal","male","English"
"1243","Finian","Variant spelling of English Finnian: little white one","spelling","Variant","little white one","Finnian","male","English"
"1244","Finlay","Variant spelling of English Finley: white champion","spelling","Variant","white champion","Finley","male","English"
"1245","Finley","Scottish Anglicized form of Gaelic Fionnlagh: white champion","form","Scottish Anglicized","white champion","Fionnlagh","male","Gaelic"
"1246","Finola","Anglicized form of Irish Gaelic Fionnghuala: white shoulder","form","Anglicized","white shoulder","Gaelic Fionnghuala","female","Irish"
"1247","Fintan","Anglicized form of Irish Gaelic Fiontan: white fire","form","Anglicized","white fire","Gaelic Fiontan","male","Irish"
"1248","Finuala","Anglicized form of Irish Gaelic Fionnghuala: white shoulder","form","Anglicized","white shoulder","Gaelic Fionnghuala","female","Irish"
"1249","Fionola","Anglicized form of Scottish Gaelic Fionnghuala: white shoulder","form","Anglicized","white shoulder","Gaelic Fionnghuala","female","Scottish"
"1250","Flick","Pet form of English Felicity: happy","form","Pet","happy","Felicity","female","English"
"1251","Flicka","Pet form of English Felicity: happy","form","Pet","happy","Felicity","female","English"
